Name,Description,NumberOfCheckboxes,NumberAlreadyCompleted,SectionID,GameID,ListOrder,LongDescription,Hidden
Hello Kitty Furniture - Hello Kitty Flooring,,1,1,105,4,1,,
Hello Kitty Furniture - Hello Kitty Lamp,,1,1,105,4,1,,
Hello Kitty Furniture - Hello Kitty Mirror,,1,1,105,4,1,,
Hello Kitty Furniture - Hello Kitty Ottoman,,1,1,105,4,1,,
Hello Kitty Furniture - Hello Kitty Potted Plant,,1,1,105,4,1,,
Hello Kitty Furniture - Hello Kitty Side Table,,1,1,105,4,1,,
Hello Kitty Furniture - Hello Kitty Sofa,,1,1,105,4,1,,
Hello Kitty Furniture - Hello Kitty Wallpaper,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Alarm Clock,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Armchair,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Bed,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Bookcase,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Dining Chair,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Dining Table,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Double Bed,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Dresser,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Floor Lamp,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Flooring,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Mirror,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Night Stand,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Ottoman,,1,0,105,4,1,,
Kawaii Furniture - Kawaii Plant,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Side Table,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Sofa,,1,1,105,4,1,,
Kawaii Furniture - Kawaii Wallpaper,,1,1,105,4,1,,
Nordic Furniture - Nordic Armchair,,1,1,105,4,1,,
Nordic Furniture - Nordic Bed,,1,0,105,4,1,,
Nordic Furniture - Nordic Bookshelf,,1,0,105,4,1,,
Nordic Furniture - Nordic Coffee Table,,1,1,105,4,1,,
Nordic Furniture - Nordic Dining Chair,,1,0,105,4,1,,
Nordic Furniture - Nordic Dining Table,,1,0,105,4,1,,
Nordic Furniture - Nordic Double Bed,,1,0,105,4,1,,
Nordic Furniture - Nordic Dresser,,1,0,105,4,1,,
Nordic Furniture - Nordic Flooring,,1,1,105,4,1,,
Nordic Furniture - Nordic Mirror,,1,0,105,4,1,,
Nordic Furniture - Nordic Plant,,1,0,105,4,1,,
Nordic Furniture - Nordic Side Table,,1,0,105,4,1,,
Nordic Furniture - Nordic Sofa,,1,0,105,4,1,,
Nordic Furniture - Nordic Standing Lamp,,1,0,105,4,1,,
Nordic Furniture - Nordic Stool,,1,1,105,4,1,,
Nordic Furniture - Nordic Wallpaper,,1,1,105,4,1,,
Pirate Furniture - Pirate Barrel Side Table,,1,1,105,4,1,,
Pirate Furniture - Pirate Bed,,1,1,105,4,1,,
Pirate Furniture - Pirate Chair,,1,1,105,4,1,,
Pirate Furniture - Pirate 'Chest' Dresser,,1,1,105,4,1,,
Pirate Furniture - Pirate Flooring,,1,1,105,4,1,,
Pirate Furniture - Pirate Sofa,,1,1,105,4,1,,
Pirate Furniture - Pirate Standing Lamp,,1,1,105,4,1,,
Pirate Furniture - Pirate Table,,1,1,105,4,1,,
Pirate Furniture - Pirate Wallpaper,,1,1,105,4,1,,
Pirate Furniture - Pirated Double Bed,,1,0,105,4,1,,
Rustic Furniture - Rustic Bed,,1,1,105,4,1,,
Rustic Furniture - Rustic Bookcase,,1,1,105,4,1,,
Rustic Furniture - Rustic Dining Chair,,1,1,105,4,1,,
Rustic Furniture - Rustic Dining Table,,1,1,105,4,1,,
Rustic Furniture - Rustic Double Bed,,1,0,105,4,1,,
Rustic Furniture - Rustic Flooring,,1,1,105,4,1,,
Rustic Furniture - Rustic Night Stand,,1,1,105,4,1,,
Rustic Furniture - Rustic Rocking Chair,,1,1,105,4,1,,
Rustic Furniture - Rustic Standing Lamp,,1,1,105,4,1,,
Rustic Furniture - Rustic Wallpaper,,1,1,105,4,1,,
Spooky Furniture - Spooky Armchair,,1,1,105,4,1,,
Spooky Furniture - Spooky Bed,,1,1,105,4,1,,
Spooky Furniture - Spooky Bookcase,,1,1,105,4,1,,
Spooky Furniture - Spooky Candelabra,,1,1,105,4,1,,
Spooky Furniture - Spooky Candles,,1,0,105,4,1,,
Spooky Furniture - Spooky Clock,,1,1,105,4,1,,
Spooky Furniture - Spooky Dining Chair,,1,1,105,4,1,,
Spooky Furniture - Spooky Dining Table,,1,1,105,4,1,,
Spooky Furniture - Spooky Double Bed,,1,0,105,4,1,,
Spooky Furniture - Spooky Flooring,,1,1,105,4,1,,
Spooky Furniture - Spooky Lounge Sofa,,1,1,105,4,1,,
Spooky Furniture - Spooky Side Table,,1,1,105,4,1,,
Spooky Furniture - Spooky Standing Lamp,,1,1,105,4,1,,
Spooky Furniture - Spooky Standing Mirror,,1,1,105,4,1,,
Spooky Furniture - Spooky Wallpaper,,1,1,105,4,1,,
Stations - Candy Cloud Machine,,1,0,105,4,1,,
Stations - Cauldron,,1,0,105,4,1,,
Stations - Crafting Bench,,1,1,105,4,1,,
Stations - Dessert Machine,,1,0,105,4,1,,
Stations - Egg Pan Station,,1,0,105,4,1,,
Stations - Espresso Machine,,1,0,105,4,1,,
Stations - Furniture Customizer,,1,0,105,4,1,,
Stations - Oven,,1,0,105,4,1,,
Stations - Pizza Oven,,1,0,105,4,1,,
Stations - Soda Machine,,1,0,105,4,1,,
Tropical Furniture - Tropical Bed,,1,1,105,4,1,,
Tropical Furniture - Tropical Bench,,1,1,105,4,1,,
Tropical Furniture - Tropical Chair,,1,1,105,4,1,,
Tropical Furniture - Tropical Double Bed,,1,0,105,4,1,,
Tropical Furniture - Tropical Flooring,,1,1,105,4,1,,
Tropical Furniture - Tropical Lamp,,1,1,105,4,1,,
Tropical Furniture - Tropical Plant Vase,,1,1,105,4,1,,
Tropical Furniture - Tropical Side Table,,1,1,105,4,1,,
Tropical Furniture - Tropical Table,,1,0,105,4,1,,
Tropical Furniture - Tropical Wallpaper,,1,1,105,4,1,,
Yummy Furniture - Yummy Armchair,,1,0,105,4,1,,
Yummy Furniture - Yummy Bed,,1,0,105,4,1,,
Yummy Furniture - Yummy Bookcase,,1,0,105,4,1,,
Yummy Furniture - Yummy Coffee Table,,1,1,105,4,1,,
Yummy Furniture - Yummy Dining Chair,,1,1,105,4,1,,
Yummy Furniture - Yummy Dining Table,,1,0,105,4,1,,
Yummy Furniture - Yummy Double Bed,,1,0,105,4,1,,
Yummy Furniture - Yummy Dresser,,1,0,105,4,1,,
Yummy Furniture - Yummy Flooring,,1,1,105,4,1,,
Yummy Furniture - Yummy Lamp,,1,0,105,4,1,,
Yummy Furniture - Yummy Mirror,,1,0,105,4,1,,
Yummy Furniture - Yummy Ottoman,,1,0,105,4,1,,
Yummy Furniture - Yummy Potted Plant,,1,0,105,4,1,,
Yummy Furniture - Yummy Side Table,,1,0,105,4,1,,
Yummy Furniture - Yummy Sofa,,1,0,105,4,1,,
Yummy Furniture - Yummy Wallpaper,,1,1,105,4,1,,
z Wallpaper - Dusk Starfall Wallpaper (Manual Add),,1,1,105,4,1,,
z Wallpaper - Falling Star Wallpaper (Manual Add),,1,1,105,4,1,,
z Wallpaper - Hanging Star Wallpaper (Manual Add),,1,1,105,4,1,,
z Wallpaper - Rainy Ducks Wallpaper (Manual Add),,1,1,105,4,1,,
z Wallpaper - Star Constellation Wallpaper (Manual Add),,1,1,105,4,1,,
z Wallpaper - Star Pattern Wallpaper (Manual Add),,1,1,105,4,1,,
z Wallpaper - Steamy Bench Outside Corner (Manual Add),,1,1,105,4,1,,
z Wallpaper - Stormy Wallpaper (Manual Add),,1,1,105,4,1,,
z Wallpaper - Stripe Ducks Wallpaper (Manual Add),,1,1,105,4,1,,
z Wallpaper - Umbrella Wallpaper (Manual Add),,1,1,105,4,1,,
Aquarium - Cloud Aquarium,,1,1,106,4,1,,
Aquarium - Gemstone Aquarium,,1,0,106,4,1,,
Aquarium - Hothead Aquarium,,1,0,106,4,1,,
Aquarium - Meadows Aquarium,,1,1,106,4,1,,
Aquarium - Reef Aquarium,,1,1,106,4,1,,
Aquarium - Seaside Aquarium,,1,0,106,4,1,,
Aquarium - Swamp Aquarium,,1,1,106,4,1,,
Dance Hall - Dance Hall Picnic Bench,,1,1,106,4,1,,
Dance Hall - Dance Hall Picnic Table,,1,1,106,4,1,,
Dance Hall - Dance Hall Plain Picnic Table,,1,1,106,4,1,,
Dance Hall - Dance Hall String Lights,,1,1,106,4,1,,
Dessert Boat - Dessert Boat Corner Counter,,1,1,106,4,1,,
Dessert Boat - Dessert Boat Counter,,1,1,106,4,1,,
Dessert Boat - Dessert Boat Flooring,,1,0,106,4,1,,
Dessert Boat - Dessert Boat Pink & Teal Counter,,1,1,106,4,1,,
Dessert Boat - Dessert Boat Pink Stool,,1,1,106,4,1,,
Dessert Boat - Dessert Boat Teal Stool,,1,1,106,4,1,,
Dessert Boat - Dessert Boat Wallpaper,,1,0,106,4,1,,
Hello Kitty's Cafe - Hello Kitty's Cafe Chair,,1,0,106,4,1,,
Hello Kitty's Cafe - Hello Kitty's Cafe Counter,,1,0,106,4,1,,
Hello Kitty's Cafe - Hello Kitty's Cafe Display Case,,1,1,106,4,1,,
Hello Kitty's Cafe - Hello Kitty's Cafe Table,,1,1,106,4,1,,
Kitchen Essentials - Kitchen Corner Counter,,1,0,106,4,1,,
Kitchen Essentials - Kitchen Counter A,,1,1,106,4,1,,
Kitchen Essentials - Kitchen Counter B,,1,1,106,4,1,,
Kitchen Essentials - Kitchen Counter with Cabinets,,1,0,106,4,1,,
Kitchen Essentials - Kitchen Counter with Shelves,,1,1,106,4,1,,
Kitchen Essentials - Kitchen Sink,,1,1,106,4,1,,
Kitchen Essentials - Refrigerator,,1,1,106,4,1,,
Meadow Furniture - Meadow Flooring,,1,1,106,4,1,,
Meadow Furniture - Meadow Wallpaper,,1,1,106,4,1,,
Ruins Furniture - Ruins Flooring,,1,0,106,4,1,,
Ruins Furniture - Ruins Wallpaper,,1,0,106,4,1,,
Terrarium - Cloud Terrarium,,1,0,106,4,1,,
Terrarium - Gemstone Terrarium,,1,1,106,4,1,,
Terrarium - Hothead Terrarium,,1,1,106,4,1,,
Terrarium - Meadows Terrarium,,1,0,106,4,1,,
Terrarium - Reef Terrarium,,1,1,106,4,1,,
Terrarium - Seaside Terrarium,,1,1,106,4,1,,
Terrarium - Swamp Terrarium,,1,1,106,4,1,,
z Misc - Clothing Stand,,1,1,106,4,1,,
z Misc - Comedy Club Chair,,1,0,106,4,1,,
z Misc - Comedy Club Table,,1,1,106,4,1,,
z Misc - Gramophone looking object ???,,1,0,106,4,1,,
z Misc - Music Disc Player,,1,1,106,4,1,,
z Misc - Pedestal,,1,1,106,4,1,,
Black Tang Suit,,1,1,107,4,1,,
Classic Dragon Hat,,1,0,107,4,1,,
Classic Snake Costume,,1,1,107,4,1,,
Classic Snake Hat,,1,0,107,4,1,,
Dragon Floor Pillow,,1,0,107,4,1,,
Dragon Pearl Display,,1,0,107,4,1,,
Dragon Room Divider,,1,0,107,4,1,,
Dragon Tea Set,,1,0,107,4,1,,
Lantern Arch,,1,0,107,4,1,,
Lantern Backpack,,1,1,107,4,1,,
Lantern Sweatshirt,,1,1,107,4,1,,
Luck & Lantern Event Stand,,1,0,107,4,1,,
Luck & Lantern Flooring,,1,0,107,4,1,,
Luck & Lantern Wallpaper,,1,0,107,4,1,,
Lucky Evenlope Display,,1,0,107,4,1,,
Lucky Stool,,1,0,107,4,1,,
Lucky String Lights,,1,0,107,4,1,,
Lucky Vase,,1,0,107,4,1,,
Paper Lantern,,1,0,107,4,1,,
Peacock Qipao,,1,0,107,4,1,,
Red Tang Suit,,1,0,107,4,1,,
Silk Tea Skirt,,1,1,107,4,1,,
Silk Tea Top,,1,1,107,4,1,,
Snake Tea Set,,1,0,107,4,1,,
Spooky Celebration Accent Table,,1,0,107,4,1,,
Spooky Celebration Armchair,,1,0,107,4,1,,
Spooky Celebration Bed,,1,0,107,4,1,,
Spooky Celebration Bookcase,,1,0,107,4,1,,
Spooky Celebration Cauldron Planter,,1,0,107,4,1,,
Spooky Celebration Desk,,1,0,107,4,1,,
Spooky Celebration Double Bed,,1,0,107,4,1,,
Spooky Celebration Dresser,,1,0,107,4,1,,
Spooky Celebration Fence,,1,0,107,4,1,,
Spooky Celebration Fence Lights,,1,0,107,4,1,,
Spooky Celebration FireplaceClassic Dragon Costume,,1,0,107,4,1,,
Spooky Celebration Flooring,,1,0,107,4,1,,
Spooky Celebration Ghost Deco,,1,0,107,4,1,,
Spooky Celebration Gravestone,,1,0,107,4,1,,
Spooky Celebration Mirror,,1,0,107,4,1,,
Spooky Celebration Ottoman,,1,0,107,4,1,,
Spooky Celebration Pedestal,,1,0,107,4,1,,
Spooky Celebration Pedestal Lantern,,1,0,107,4,1,,
Spooky Celebration Podium,,1,0,107,4,1,,
Spooky Celebration Pumpkin Deco,,1,0,107,4,1,,
Spooky Celebration Scarecrow,,1,0,107,4,1,,
Spooky Celebration Side Table,,1,0,107,4,1,,
Spooky Celebration Stand (Item),,1,0,107,4,1,,
Spooky Celebration Table,,1,0,107,4,1,,
Spooky Celebration Wallpaper,,1,0,107,4,1,,
Standing Paper Lantern,,1,0,107,4,1,,
Tea Table,,1,0,107,4,1,,
Wooden Lantern,,1,0,107,4,1,,
Wooden Plant Stand,,1,0,107,4,1,,
Double Heart Bed,,1,0,108,4,1,,
Draped Caftan,,1,1,108,4,1,,
Heart Arch,,1,0,108,4,1,,
Heart Balloon Bouguet,,1,0,108,4,1,,
Heart Bed,,1,0,108,4,1,,
Heart Bow,,1,1,108,4,1,,
Heart Dining Chair,,1,0,108,4,1,,
Heart Divider,,1,0,108,4,1,,
Heart Dresser,,1,1,108,4,1,,
Heart Glasses,,1,0,108,4,1,,
Heart Lamp,,1,0,108,4,1,,
Heart Ottoman,,1,0,108,4,1,,
Heart Plant Bouquet,,1,0,108,4,1,,
Heart Side Table,,1,0,108,4,1,,
Heart Table,,1,0,108,4,1,,
Heart Wings,,1,1,108,4,1,,
Heart Wreath Display,,1,0,108,4,1,,
Heartwing,,1,0,108,4,1,,
Heartwing Cape,,1,0,108,4,1,,
Heartwing Tree,,1,0,108,4,1,,
Hugs & Hearts Flooring,,1,0,108,4,1,,
Hugs & Hearts Habitat,,1,0,108,4,1,,
Hugs & Hearts Wallpaper,,1,0,108,4,1,,
Love Bug Hat,,1,1,108,4,1,,
Loveseat,,1,0,108,4,1,,
Rockability Suit,,1,1,108,4,1,,
Rose Backpack,,1,0,108,4,1,,
Rose Dress,,1,1,108,4,1,,
Rose Petals,,1,0,108,4,1,,
Sweetheart Dress,,1,1,108,4,1,,
Blush Female Kimono,,1,1,109,4,1,,
Female Springtime Kimono,,1,1,109,4,1,,
Gray Male Kimono,,1,1,109,4,1,,
Large Sakura Vase,,1,1,109,4,1,,
Large Springtime Bridge,,1,1,109,4,1,,
Male Springtime Kimono,,1,1,109,4,1,,
Pink Ornate Female Hakama,,1,0,109,4,1,,
Sakura Backpack,,1,1,109,4,1,,
Sakura Bonsai,,1,1,109,4,1,,
Sakura Flower Side Table,,1,1,109,4,1,,
Sakura Ikabana,,1,1,109,4,1,,
Sakura Platform Bed,,1,1,109,4,1,,
Sakura Pond,,1,1,109,4,1,,
Sakura Rug,,1,1,109,4,1,,
Sakura Topiary,,1,1,109,4,1,,
Sakura Vanity,,1,1,109,4,1,,
Sakura Vase,,1,1,109,4,1,,
Sand Garden,,1,1,109,4,1,,
Small Paper Lantern,,1,1,109,4,1,,
Small Sakura Tree,,1,1,109,4,1,,
Small Springtime Bridge,,1,1,109,4,1,,
Small Springtime Bush,,1,1,109,4,1,,
Springtime Coffee Table,,1,1,109,4,1,,
Springtime Floor Cushion,,1,1,109,4,1,,
Springtime Flooring,,1,1,109,4,1,,
Springtime Picnic Blanket,,1,1,109,4,1,,
Springtime Pond,,1,1,109,4,1,,
Springtime Sakura Clip,,1,1,109,4,1,,
Springtime Standing Lantern,,1,1,109,4,1,,
Springtime Torii Gate,,1,1,109,4,1,,
Springtime Wallpaper,,1,1,109,4,1,,
Stepping Stone,,1,1,109,4,1,,
Stone Pedestal,,1,1,109,4,1,,
Confetti Cake,,1,1,110,4,1,,
Confetti Cake Recipe,,1,1,110,4,1,,
Happy Haven Cake Backpack,,1,1,110,4,1,,
Happy Haven Cake Glasses,,1,1,110,4,1,,
Happy Haven Cake Top Hat,,1,1,110,4,1,,
Happy Haven Crown,,1,0,110,4,1,,
Happy Haven Dress,,1,1,110,4,1,,
Happy Haven Gown,,1,1,110,4,1,,
Happy Haven Slacks,,1,1,110,4,1,,
Happy Haven Tux Jacket,,1,1,110,4,1,,
Happy Haven Tuxedo,,1,1,110,4,1,,
Colorblaze Armchair,,1,0,111,4,1,,
Colorblaze Bed,,1,0,111,4,1,,
Colorblaze Blouse,,1,1,111,4,1,,
Colorblaze Bookcase,,1,0,111,4,1,,
Colorblaze Canopy,,1,0,111,4,1,,
Colorblaze Coffee Table,,1,0,111,4,1,,
Colorblaze Dining Chair,,1,1,111,4,1,,
Colorblaze Dining Table,,1,0,111,4,1,,
Colorblaze Divider,,1,1,111,4,1,,
Colorblaze Double Bed,,1,1,111,4,1,,
Colorblaze Draped Outfit,,1,1,111,4,1,,
Colorblaze Dress,,1,1,111,4,1,,
Colorblaze Dresser,,1,0,111,4,1,,
Colorblaze Flooring,,1,1,111,4,1,,
Colorblaze Marigold Backpack,,1,1,111,4,1,,
Colorblaze Marigold Dress,,1,1,111,4,1,,
Colorblaze Marigold Tiara,,1,1,111,4,1,,
Colorblaze Marigold Wallpaper,,1,1,111,4,1,,
Colorblaze Mirror,,1,1,111,4,1,,
Colorblaze Nightstand,,1,1,111,4,1,,
Colorblaze Ottoman,,1,1,111,4,1,,
Colorblaze Paper Lantern,,1,1,111,4,1,,
Colorblaze Pots,,1,1,111,4,1,,
Colorblaze Potted Plant,,1,1,111,4,1,,
Colorblaze Rug,,1,1,111,4,1,,
Colorblaze Side Table,,1,1,111,4,1,,
Colorblaze Skirt,,1,1,111,4,1,,
Colorblaze Sofa,,1,1,111,4,1,,
Colorblaze Wallpaper,,1,0,111,4,1,,
Marigold Arch,,1,1,111,4,1,,
Marigold Vase,,1,1,111,4,1,,
White Achkan,,1,0,111,4,1,,
White Anarkali Suit,,1,1,111,4,1,,
White Sari,,1,1,111,4,1,,
Blue Armor,,1,1,112,4,1,,
Blue Wizard Hat,,1,0,112,4,1,,
Blue Wizard Robe,,1,1,112,4,1,,
Brazier,,1,0,112,4,1,,
Hello Kitty Princess Dress,,1,1,112,4,1,,
Hello Kitty Princess Hat,,1,1,112,4,1,,
Imagination Celebration Event Stand,,1,0,112,4,1,,
Imagination Celebration Flooring,,1,0,112,4,1,,
Imagination Celebration Wallpaper,,1,0,112,4,1,,
Kuromi Princess Dress,,1,1,112,4,1,,
Kuromi Princess Hat,,1,1,112,4,1,,
Long Stone Table,,1,0,112,4,1,,
My Melody Princess Dress,,1,1,112,4,1,,
My Melody Princess Hat,,1,1,112,4,1,,
Mystic Stone Display,,1,0,112,4,1,,
Peach Princess Dress,,1,0,112,4,1,,
Peach Princess Hat,,1,1,112,4,1,,
Royal Banner,,1,0,112,4,1,,
Royal Bed,,1,0,112,4,1,,
Royal Chair,,1,0,112,4,1,,
Royal Double Bed,,1,0,112,4,1,,
Stone Block Pedestal,,1,0,112,4,1,,
Stone Column,,1,0,112,4,1,,
Stone Half Wall,,1,0,112,4,1,,
Stone Sconce Column,,1,0,112,4,1,,
Gudetama Arm Chair,,1,0,113,4,1,,
Gudetama Bed,,1,0,113,4,1,,
Gudetama Bookshelf,,1,0,113,4,1,,
Gudetama Coffee Table,,1,0,113,4,1,,
Gudetama Dining Chair,,1,0,113,4,1,,
Gudetama Dining Table,,1,0,113,4,1,,
Gudetama Double Bed,,1,0,113,4,1,,
Gudetama Dresser,,1,0,113,4,1,,
Gudetama Egg Chair,,1,0,113,4,1,,
Gudetama Egg Dress,,1,0,113,4,1,,
Gudetama Egg Onesie,,1,0,113,4,1,,
Gudetama Flooring,,1,0,113,4,1,,
Gudetama Lamp,,1,0,113,4,1,,
Gudetama Mini Shrine,,1,0,113,4,1,,
Gudetama Mirror,,1,0,113,4,1,,
Gudetama Ottoman,,1,0,113,4,1,,
Gudetama Oversized Hoodie,,1,0,113,4,1,,
Gudetama Shirt and Tie,,1,0,113,4,1,,
Gudetama Side Table,,1,0,113,4,1,,
Gudetama Sofa,,1,0,113,4,1,,
Gudetama Sushi Hat,,1,0,113,4,1,,
Gudetama Wallpaper,,1,0,113,4,1,,
Orange Koi Tail,,1,1,114,4,1,,
Orange Mermaid Shell Armour,,1,1,114,4,1,,
Orange Mermaid Top,,1,1,114,4,1,,
Reef Column,,1,0,114,4,1,,
Reef Half Wall,,1,0,114,4,1,,
Reef Pedestal,,1,0,114,4,1,,
Under the Sea Armchair,,1,0,114,4,1,,
Under the Sea Armoire,,1,0,114,4,1,,
Under the Sea Bed,,1,0,114,4,1,,
Under the Sea Coffee Table,,1,0,114,4,1,,
Under the Sea Coral Plant 1,,1,0,114,4,1,,
Under the Sea Coral Plant 2,,1,0,114,4,1,,
Under the Sea Coral Plant 3,,1,0,114,4,1,,
Under the Sea Double Bed,,1,0,114,4,1,,
Under the Sea Event Stand,,1,0,114,4,1,,
Under the Sea Flooring,,1,0,114,4,1,,
Under the Sea Lamp,,1,0,114,4,1,,
Under the Sea Mirror,,1,0,114,4,1,,
Under the Sea Sofa,,1,0,114,4,1,,
Under the Sea Wallpaper,,1,1,114,4,1,,
White Clamshell Backpack,,1,1,114,4,1,,
White Shell Hair Piece,,1,1,114,4,1,,
Large Paper Box,,1,0,115,4,1,,
Large Paper Flower,,1,1,115,4,1,,
Mini Parade Float,,1,1,115,4,1,,
Paper Butterfly Lamp,,1,1,115,4,1,,
Paper Pinwheel,,1,1,115,4,1,,
Parade Flower Arch,,1,1,115,4,1,,
Parade Heart Arch,,1,1,115,4,1,,
Parade Rainbow Arch,,1,1,115,4,1,,
Pastel Rainbow Parade Dress,,1,1,115,4,1,,
Pastel Rainbow Parade Glasses,,1,1,115,4,1,,
Pastel Rainbow Parade Pants,,1,1,115,4,1,,
Pastel Rainbow Parade Vest,,1,1,115,4,1,,
Pastel Rainbow Parade Wings,,1,1,115,4,1,,
Pastel Rainbow Pinwheel,,1,0,115,4,1,,
Small Paper Box,,1,1,115,4,1,,
Small Paper Flower,,1,1,115,4,1,,
Lemon Fruit Bag,,1,1,116,4,1,,
Lemon Fruit Body,,1,1,116,4,1,,
Lemon Fruit Dress,,1,1,116,4,1,,
Lemon Fruit Glasses,,1,1,116,4,1,,
Lemon Fruit Hat,,1,1,116,4,1,,
Rose Red Lifeguard Hoodie,,1,1,116,4,1,,
Rose Red Visor,,1,0,116,4,1,,
Summer Ruffle Top,,1,1,116,4,1,,
Summer Wrapped Towel,,1,1,116,4,1,,
Summer's End Beach Ball,,1,1,116,4,1,,
Summer's End Beach Chair,,1,1,116,4,1,,
Summer's End Hammock,,1,1,116,4,1,,
Summer's End Lifeguard Chair,,1,1,116,4,1,,
Summer's End Neon Palm Tree,,1,1,116,4,1,,
Summer's End Sandbox,,1,1,116,4,1,,
Summer's End Surfboard,,1,1,116,4,1,,
Sunshin Sofa,,1,0,116,4,1,,
Sunshine Armchair,,1,0,116,4,1,,
Sunshine Bed,,1,0,116,4,1,,
Sunshine Celebration Event Stand,,1,1,116,4,1,,
Sunshine Celebration Flooring,,1,1,116,4,1,,
Sunshine Celebration Surfboard,,1,0,116,4,1,,
Sunshine Celebration Wallpaper,,1,0,116,4,1,,
Sunshine Coffee Table,,1,0,116,4,1,,
Sunshine Dining Chair,,1,1,116,4,1,,
Sunshine Dining Table,,1,1,116,4,1,,
Sunshine Double Bed,,1,1,116,4,1,,
Sunshine Dresser,,1,0,116,4,1,,
Sunshine Fruit Tree,,1,0,116,4,1,,
Sunshine Lamp,,1,0,116,4,1,,
Sunshine Lemonade Tray,,1,0,116,4,1,,
Sunshine Mirror,,1,0,116,4,1,,
Sunshine Side Table,,1,0,116,4,1,,
Badtzmaru's Friendship Festival Outfit,,1,0,117,4,1,,
Big Challenges' Friendship Festival Outfit,,1,0,117,4,1,,
Chococat's Friendship Festival Outfit,,1,0,117,4,1,,
Cinnamoroll's Friendship Festival Outfit,,1,0,117,4,1,,
Cobra Pose Emote,,1,0,117,4,1,,
Freeze Jump Emote,,1,0,117,4,1,,
Friendship Ball Gown,,1,1,117,4,1,,
Friendship Crown,,1,1,117,4,1,,
Friendship Hello Kitty Dress,,1,1,117,4,1,,
Friendship Kuromi Dress,,1,1,117,4,1,,
Friendship Lala Dress,,1,1,117,4,1,,
Friendship My Melody Dress,,1,1,117,4,1,,
Friendship My Sweet Piano Dress,,1,1,117,4,1,,
Friendship Retsuko Dress,,1,1,117,4,1,,
Friendship Tiara,,1,1,117,4,1,,
Friendship Top Hat,,1,0,117,4,1,,
Friendship TOPHAT Monocle,,1,1,117,4,1,,
Friendship Tuxedo,,1,0,117,4,1,,
Friendship Wish Me Mell Dress,,1,1,117,4,1,,
Hangyodon's Friendship Festival Outfit,,1,0,117,4,1,,
Hello Kitty's Friendship Festival Outfit,,1,0,117,4,1,,
Hula Emote,,1,0,117,4,1,,
Keroppi's Friendship Festival Outfit,,1,0,117,4,1,,
Kiki's Friendship Festival Outfit,,1,0,117,4,1,,
Kuromi's Friendship Festival Outfit,,1,0,117,4,1,,
Lala's Friendship Festival Outfit,,1,0,117,4,1,,
My Melody's Friendship Festival Outfit,,1,0,117,4,1,,
My Sweet Piano's Friendship Festival Outfit,,1,0,117,4,1,,
Pekkle's Friendship Festival Outfit,,1,0,117,4,1,,
Pochacco's Friendship Festival Outfit,,1,0,117,4,1,,
Pompompurin's Friendship Festival Outfit,,1,0,117,4,1,,
Power Pose Emote,,1,0,117,4,1,,
Prom Pose Emote,,1,0,117,4,1,,
Retsuko's Friendship Festival Outfit,,1,0,117,4,1,,
Shrug Emote,,1,0,117,4,1,,
TOPHAT's Friendship Festival Outfit,,1,0,117,4,1,,
Tree Pose Emote,,1,0,117,4,1,,
Tuxedosam's Friendship Festival Outfit,,1,0,117,4,1,,
Wish me mell's Friendship Festival Outfit,,1,0,117,4,1,,
Badtz-maru Scholastic Vest,,1,1,118,4,1,,
Chococat Scholastic Shorts,,1,1,118,4,1,,
Chococat Scholastic Vest,,1,1,118,4,1,,
Green School Sweater Vest (manual add),,1,1,118,4,1,,
Hello Kitty Scholastic Jacket,,1,1,118,4,1,,
Hello Kitty Scholastic Skirt,,1,1,118,4,1,,
Keroppi Scholastic Jacket,,1,1,118,4,1,,
Maroon School Glasses (manual add),,1,1,118,4,1,,
Maroon School Jacket (manual add),,1,1,118,4,1,,
Maroon School Shorts (manual add),,1,1,118,4,1,,
Maroon School Skirt (manual add),,1,1,118,4,1,,
My Melody Scholastic Jacket,,1,1,118,4,1,,
My Melody Scholastic Skirt,,1,1,118,4,1,,
Scholastic Bookshelf,,1,0,118,4,1,,
Scholastic Celebration Event Stand,,1,0,118,4,1,,
Scholastic Celebration Flooring,,1,0,118,4,1,,
Scholastic Celebration Wallpaper,,1,0,118,4,1,,
Scholastic Chalkboard,,1,0,118,4,1,,
Scholastic Globe,,1,0,118,4,1,,
Scholastic Locker,,1,0,118,4,1,,
School Beret,,1,0,118,4,1,,
School Chair,,1,0,118,4,1,,
School Desk,,1,0,118,4,1,,
School Glasses,,1,0,118,4,1,,
School Jacket,,1,0,118,4,1,,
School Pencil,,1,0,118,4,1,,
